match_title,match_id,team1_name,team2_name,team1_side,team2_side,team1_pick,team2_pick,winner,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,Game 2: 6808433308,Team Spirit,TSM,The Dire,The Radiant,,1st Pick,TSpirit,Primal Beast,Enigma,Leshrac,Marci,Undying,Snapfire,Pangolier,Shadow Fiend,Drow Ranger,Bloodseeker,Sniper,Ember Spirit,Magnus,Puck,Enchantress,Crystal Maiden,Dawnbreaker,Morphling,Slardar,Slark,Beastmaster,Pudge,Lone Druid,Mars
,Game 1: 6808348917,Team Aster,beastcoast,The Dire,The Radiant,1st Pick,,Aster,Silencer,Shadow Fiend,Primal Beast,Enigma,Marci,Tiny,Lich,Visage,Chaos Knight,Leshrac,Juggernaut,Lone Druid,Faceless Void,Bloodseeker,Pangolier,Puck,Bane,Sven,Batrider,Morphling,Dark Seer,Lifestealer,Luna,Magnus
,Game 2: 6808446343,Team Aster,beastcoast,The Dire,The Radiant,1st Pick,,Aster,Silencer,Enigma,Primal Beast,Shadow Fiend,Marci,Snapfire,Tiny,Broodmother,Batrider,Puck,Pangolier,Queen of Pain,Sven,Invoker,Monkey King,Lich,Leshrac,Pudge,Shadow Demon,Ursa,Venomancer,Razor,Lifestealer,Beastmaster
,Game 1: 6808300252,Fnatic,Entity,The Dire,The Radiant,1st Pick,,Entity,Broodmother,Pangolier,Visage,Batrider,Nyx Assassin,Marci,Arc Warden,Primal Beast,Clockwerk,Enigma,Pudge,Drow Ranger,Beastmaster,Silencer,Disruptor,Zeus,Nature's Prophet,Lone Druid,Naga Siren,Terrorblade,Brewmaster,Morphling,Alchemist,Undying
,Game 2: 6808416013,Fnatic,Entity,The Radiant,The Dire,,1st Pick,Fnatic,Tiny,Arc Warden,Enigma,Bloodseeker,Nyx Assassin,Pangolier,Disruptor,Invoker,Marci,Beastmaster,Lone Druid,Broodmother,Drow Ranger,Morphling,Undying,Shadow Fiend,Silencer,Terrorblade,Visage,Naga Siren,Viper,Brewmaster,Legion Commander,Monkey King
,Game 1: 6808272936,Thunder Awaken,Talon,The Radiant,The Dire,1st Pick,,THUNDER,Doom,Batrider,Pangolier,Marci,Nyx Assassin,Clockwerk,Visage,Enigma,Gyrocopter,Morphling,Silencer,Troll Warlord,Kunkka,Lone Druid,Rubick,Undying,Pudge,Ursa,Lina,Templar Assassin,Queen of Pain,Shadow Fiend,Tiny,Void Spirit
,Game 2: 6808373109,Thunder Awaken,Talon,The Radiant,The Dire,,1st Pick,THUNDER,Tiny,Doom,Enigma,Nyx Assassin,Shadow Fiend,Marci,Dawnbreaker,Undying,Batrider,Silencer,Drow Ranger,Faceless Void,Morphling,Puck,Dazzle,Pangolier,Earthshaker,Ember Spirit,Templar Assassin,Lina,Phantom Assassin,Queen of Pain,Death Prophet,Pudge
,Game 1: 6808247109,Team Secret,Tundra Esports,The Radiant,The Dire,,1st Pick,Tundra,Shadow Fiend,Marci,Primal Beast,Doom,Undying,Enigma,Clockwerk,Beastmaster,Sniper,Gyrocopter,Monkey King,Terrorblade,Bloodseeker,Ember Spirit,Pangolier,Tusk,Crystal Maiden,Morphling,Leshrac,Drow Ranger,Viper,Luna,Naga Siren,Timbersaw
,Game 2: 6808330940,Team Secret,Tundra Esports,The Dire,The Radiant,1st Pick,,Tundra,Enigma,Primal Beast,Undying,Shadow Fiend,Marci,Crystal Maiden,Tiny,Morphling,Ancient Apparition,Monkey King,Ursa,Enchantress,Broodmother,Sniper,Outworld Destroyer,Batrider,Witch Doctor,Tidehunter,Slark,Razor,Naga Siren,Huskar,Doom,Chaos Knight
,Game 1: 6808134162,BOOM Esports,BetBoom Team,The Radiant,The Dire,,1st Pick,BOOM,Snapfire,Visage,Marci,Enigma,Undying,Shadow Fiend,Primal Beast,Pangolier,Ember Spirit,Morphling,Mars,Sniper,Bloodseeker,Faceless Void,Hoodwink,Beastmaster,Skywrath Mage,Enchantress,Pudge,Lone Druid,Kunkka,Nature's Prophet,Troll Warlord,Tidehunter
,Game 2: 6808255902,BOOM Esports,BetBoom Team,The Radiant,The Dire,1st Pick,,BetBoom,Enigma,Shadow Fiend,Visage,Batrider,Undying,Nature's Prophet,Primal Beast,Ember Spirit,Beastmaster,Morphling,Death Prophet,Tidehunter,Enchantress,Pangolier,Silencer,Mars,Hoodwink,Leshrac,Riki,Templar Assassin,Earth Spirit,Sniper,Drow Ranger,Marci
,Game 1: 6808122743,Knights,Gaimin Gladiators,The Radiant,The Dire,,1st Pick,Knights,Tiny,Marci,Enigma,Primal Beast,Shadow Fiend,Leshrac,Nyx Assassin,Enchantress,Lich,Pangolier,Lone Druid,Beastmaster,Broodmother,Brewmaster,Snapfire,Earthshaker,Visage,Morphling,Batrider,Drow Ranger,Mars,Kunkka,Luna,Dark Seer
,Game 2: 6808212619,Knights,Gaimin Gladiators,The Dire,The Radiant,1st Pick,,Knights,Primal Beast,Leshrac,Brewmaster,Tiny,Marci,Enigma,Earthshaker,Shadow Fiend,Drow Ranger,Broodmother,Pangolier,Rubick,Morphling,Visage,Silencer,Beastmaster,Vengeful Spirit,Troll Warlord,Batrider,Kunkka,Puck,Invoker,Storm Spirit,Ember Spirit
,Game 1: 6808106195,PSG.LGD,Team Liquid,The Radiant,The Dire,1st Pick,,PSG.LGD,Shadow Fiend,Marci,Pudge,Pangolier,Enigma,Primal Beast,Undying,Tiny,Sniper,Chen,Naga Siren,Snapfire,Visage,Drow Ranger,Leshrac,Lina,Disruptor,Beastmaster,Terrorblade,Lone Druid,Morphling,Ursa,Lifestealer,Bristleback
,Game 2: 6808199906,PSG.LGD,Team Liquid,The Radiant,The Dire,1st Pick,,PSG.LGD,Shadow Fiend,Marci,Primal Beast,Ember Spirit,Enigma,Undying,Pangolier,Tiny,Visage,Snapfire,Terrorblade,Lina,Naga Siren,Disruptor,Rubick,Phoenix,Puck,Sniper,Beastmaster,Slark,Venomancer,Ursa,Morphling,Axe
,Game 1: 6808093633,OG,Thiuth Gaming,The Dire,The Radiant,1st Pick,,OG,Undying,Marci,Enigma,Razor,Clockwerk,Primal Beast,Snapfire,Morphling,Ancient Apparition,Mars,Beastmaster,Invoker,Broodmother,Queen of Pain,Batrider,Oracle,Ember Spirit,Death Prophet,Ursa,Bloodseeker,Slark,Centaur Warrunner,Sand King,Drow Ranger
,Game 2: 6808178906,OG,Thiuth Gaming,The Radiant,The Dire,,1st Pick,OG,Razor,Undying,Clockwerk,Enigma,Marci,Primal Beast,Oracle,Morphling,Ancient Apparition,Shadow Demon,Naga Siren,Death Prophet,Huskar,Enchantress,Timbersaw,Crystal Maiden,Ember Spirit,Jakiro,Drow Ranger,Brewmaster,Sniper,Pangolier,Mirana,Lone Druid
,Game 1: 6808093837,Shopify Rebellion,Ukumari,The Dire,The Radiant,1st Pick,,SR,Enigma,Marci,Clockwerk,Broodmother,Shadow Fiend,Morphling,Ancient Apparition,Beastmaster,Pudge,Primal Beast,Tidehunter,Silencer,Kunkka,Undying,Sven,Ogre Magi,Skywrath Mage,Pangolier,Venomancer,Bloodseeker,Visage,Void Spirit,Storm Spirit,Tiny
,Game 2: 6808167860,Shopify Rebellion,Ukumari,The Radiant,The Dire,1st Pick,,SR,Enigma,Marci,Clockwerk,Primal Beast,Shadow Fiend,Undying,Snapfire,Broodmother,Naga Siren,Hoodwink,Tidehunter,Skywrath Mage,Pangolier,Ancient Apparition,Morphling,Shadow Shaman,Ogre Magi,Axe,Kunkka,Monkey King,Zeus,Puck,Invoker,Void Spirit
,Game 1: 6807935361,Tundra Esports,Talon,The Dire,The Radiant,1st Pick,,Tundra,Primal Beast,Broodmother,Shadow Fiend,Marci,Doom,Pangolier,Grimstroke,Silencer,Templar Assassin,Bloodseeker,Batrider,Leshrac,Monkey King,Puck,Clockwerk,Kunkka,Hoodwink,Lone Druid,Visage,Drow Ranger,Beastmaster,Ursa,Naga Siren,Dark Seer
,Game 2: 6808042242,Tundra Esports,Talon,The Radiant,The Dire,,1st Pick,Tundra,Broodmother,Shadow Fiend,Undying,Doom,Marci,Pangolier,Visage,Ember Spirit,Tiny,Bloodseeker,Naga Siren,Templar Assassin,Drow Ranger,Monkey King,Crystal Maiden,Morphling,Silencer,Clockwerk,Ursa,Tidehunter,Lone Druid,Primal Beast,Brewmaster,Chaos Knight
,Game 1: 6807946326,Team Secret,TSM,The Dire,The Radiant,,1st Pick,Secret,Leshrac,Marci,Silencer,Primal Beast,Chen,Shadow Fiend,Nyx Assassin,Drow Ranger,Broodmother,Tiny,Mirana,Enigma,Naga Siren,Tusk,Crystal Maiden,Visage,Earthshaker,Dawnbreaker,Monkey King,Templar Assassin,Viper,Puck,Queen of Pain,Sniper
,Game 2: 6808030636,Team Secret,TSM,The Radiant,The Dire,1st Pick,,Secret,Enigma,Marci,Tiny,Primal Beast,Shadow Fiend,Broodmother,Sniper,Nyx Assassin,Vengeful Spirit,Mars,Undying,Ember Spirit,Hoodwink,Pangolier,Chen,Crystal Maiden,Dawnbreaker,Monkey King,Silencer,Batrider,Winter Wyvern,Storm Spirit,Mirana,Morphling
,Game 1: 6807938213,Team Aster,Entity,The Radiant,The Dire,1st Pick,,Entity,Leshrac,Primal Beast,Pudge,Marci,Snapfire,Broodmother,Nyx Assassin,Shadow Fiend,Arc Warden,Beastmaster,Drow Ranger,Pangolier,Sniper,Brewmaster,Silencer,Omniknight,Mars,Morphling,Invoker,Storm Spirit,Puck,Slark,Lone Druid,Batrider
,Game 2: 6808028757,Team Aster,Entity,The Dire,The Radiant,1st Pick,,Aster,Leshrac,Primal Beast,Arc Warden,Marci,Clockwerk,Broodmother,Silencer,Shadow Fiend,Drow Ranger,Pangolier,Morphling,Brewmaster,Sniper,Mars,Sven,Omniknight,Pudge,Medusa,Batrider,Dark Seer,Invoker,Tidehunter,Magnus,Tinker
,Game 1: 6807936112,Team Spirit,Thunder Awaken,The Dire,The Radiant,,1st Pick,THUNDER,Primal Beast,Tiny,Clockwerk,Batrider,Nyx Assassin,Marci,Undying,Enigma,Gyrocopter,Zeus,Kunkka,Ember Spirit,Rubick,Bloodseeker,Pangolier,Bane,Storm Spirit,Drow Ranger,Beastmaster,Sniper,Silencer,Phantom Assassin,Faceless Void,Night Stalker
,Game 2: 6808012161,Team Spirit,Thunder Awaken,The Dire,The Radiant,1st Pick,,TSpirit,Undying,Primal Beast,Dawnbreaker,Nyx Assassin,Tiny,Marci,Crystal Maiden,Enigma,Gyrocopter,Morphling,Pudge,Faceless Void,Zeus,Ember Spirit,Kunkka,Pangolier,Jakiro,Batrider,Bane,Slark,Rubick,Lifestealer,Troll Warlord,Tidehunter
,Game 1: 6807939991,Fnatic,beastcoast,The Dire,The Radiant,,1st Pick,Fnatic,Death Prophet,Primal Beast,Silencer,Enigma,Undying,Marci,Enchantress,Batrider,Oracle,Tiny,Invoker,Tusk,Slark,Bloodseeker,Pangolier,Earthshaker,Lina,Lifestealer,Puck,Morphling,Storm Spirit,Faceless Void,Juggernaut,Hoodwink
,Game 2: 6808011785,Fnatic,beastcoast,The Dire,The Radiant,,1st Pick,Fnatic,Silencer,Enigma,Death Prophet,Primal Beast,Marci,Tiny,Lich,Pangolier,Bloodseeker,Batrider,Lifestealer,Snapfire,Lina,Sniper,Puck,Kunkka,Shadow Shaman,Templar Assassin,Outworld Destroyer,Troll Warlord,Legion Commander,Beastmaster,Medusa,Tidehunter
,Game 1: 6807826682,Knights,Thiuth Gaming,The Dire,The Radiant,1st Pick,,Knights,Primal Beast,Enigma,Lina,Shadow Fiend,Marci,Lich,Leshrac,Disruptor,Monkey King,Broodmother,Naga Siren,Visage,Pangolier,Sniper,Spirit Breaker,Death Prophet,Batrider,Slark,Beastmaster,Morphling,Lycan,Bloodseeker,Drow Ranger,Centaur Warrunner
,Game 2: 6807900926,Knights,Thiuth Gaming,The Dire,The Radiant,,1st Pick,Knights,Enigma,Primal Beast,Lina,Marci,Shadow Fiend,Lich,Tiny,Undying,Morphling,Monkey King,Broodmother,Beastmaster,Batrider,Pangolier,Leshrac,Rubick,Doom,Visage,Ursa,Ember Spirit,Slark,Invoker,Void Spirit,Lone Druid
,Game 1: 6807826416,BOOM Esports,Gaimin Gladiators,The Radiant,The Dire,,1st Pick,GG,Snapfire,Morphling,Primal Beast,Enchantress,Marci,Tiny,Enigma,Shadow Fiend,Faceless Void,Crystal Maiden,Drow Ranger,Silencer,Mars,Brewmaster,Lich,Rubick,Pangolier,Batrider,Slark,Kunkka,Ursa,Tidehunter,Beastmaster,Phantom Assassin
,Game 2: 6807892967,BOOM Esports,Gaimin Gladiators,The Radiant,The Dire,,1st Pick,BOOM,Snapfire,Morphling,Primal Beast,Shadow Fiend,Marci,Undying,Hoodwink,Enchantress,Weaver,Enigma,Puck,Lone Druid,Kunkka,Broodmother,Mars,Brewmaster,Storm Spirit,Pudge,Lina,Ursa,Templar Assassin,Lifestealer,Faceless Void,Tiny
,Game 1: 6807805121,Shopify Rebellion,Team Liquid,The Dire,The Radiant,1st Pick,,Liquid,Clockwerk,Primal Beast,Enigma,Marci,Undying,Shadow Fiend,Snapfire,Broodmother,Naga Siren,Invoker,Tidehunter,Drow Ranger,Pangolier,Sniper,Spirit Breaker,Queen of Pain,Hoodwink,Pudge,Venomancer,Ursa,Timbersaw,Morphling,Sven,Death Prophet
,Game 2: 6807886186,Shopify Rebellion,Team Liquid,The Radiant,The Dire,,1st Pick,Liquid,Shadow Fiend,Morphling,Primal Beast,Marci,Enigma,Enchantress,Faceless Void,Lone Druid,Snapfire,Clockwerk,Tidehunter,Pudge,Broodmother,Pangolier,Mirana,Tiny,Crystal Maiden,Lycan,Invoker,Naga Siren,Batrider,Kunkka,Leshrac,Lina
,Game 1: 6807818563,Ukumari,BetBoom Team,The Radiant,The Dire,,1st Pick,BetBoom,Enigma,Visage,Shadow Fiend,Morphling,Undying,Marci,Death Prophet,Pangolier,Templar Assassin,Terrorblade,Bloodseeker,Sniper,Puck,Broodmother,Snapfire,Beastmaster,Shadow Shaman,Pudge,Ember Spirit,Zeus,Batrider,Lina,Nature's Prophet,Kunkka
,Game 2: 6807880611,Ukumari,BetBoom Team,The Radiant,The Dire,1st Pick,,Uku,Visage,Marci,Enigma,Undying,Shadow Fiend,Primal Beast,Silencer,Pangolier,Bloodseeker,Clockwerk,Sniper,Beastmaster,Morphling,Pudge,Enchantress,Mirana,Abaddon,Queen of Pain,Nature's Prophet,Kunkka,Monkey King,Ember Spirit,Huskar,Ursa
,Game 1: 6807837834,PSG.LGD,OG,The Radiant,The Dire,1st Pick,,PSG.LGD,Clockwerk,Primal Beast,Chen,Marci,Undying,Razor,Elder Titan,Shadow Fiend,Batrider,Beastmaster,Snapfire,Enigma,Terrorblade,Visage,Pugna,Nyx Assassin,Pangolier,Faceless Void,Invoker,Broodmother,Ember Spirit,Lycan,Venomancer,Magnus
,Game 2: 6807886590,PSG.LGD,OG,The Radiant,The Dire,1st Pick,,PSG.LGD,Clockwerk,Marci,Chen,Undying,Primal Beast,Tiny,Oracle,Death Prophet,Batrider,Slark,Terrorblade,Beastmaster,Morphling,Nyx Assassin,Invoker,Pangolier,Dazzle,Shadow Fiend,Slardar,Faceless Void,Mars,Ursa,Nature's Prophet,Tidehunter
,Game 1: 6807718331,Fnatic,Team Secret,The Dire,The Radiant,1st Pick,,Secret,Nyx Assassin,Marci,Silencer,Batrider,Enigma,Primal Beast,Enchantress,Tiny,Monkey King,Undying,Dawnbreaker,Morphling,Razor,Faceless Void,Earth Spirit,Crystal Maiden,Bloodseeker,Viper,Templar Assassin,Invoker,Gyrocopter,Pangolier,Queen of Pain,Sniper
,Game 2: 6807776673,Fnatic,Team Secret,The Radiant,The Dire,1st Pick,,Fnatic,Nyx Assassin,Marci,Primal Beast,Batrider,Enigma,Enchantress,Leshrac,Pangolier,Bloodseeker,Tiny,Templar Assassin,Shadow Fiend,Monkey King,Clockwerk,Earth Spirit,Undying,Terrorblade,Zeus,Faceless Void,Kunkka,Razor,Puck,Tusk,Morphling
,Game 1: 6807721747,Team Spirit,Talon,The Radiant,The Dire,,1st Pick,TLN,Primal Beast,Marci,Leshrac,Pangolier,Undying,Nyx Assassin,Invoker,Doom,Enigma,Clockwerk,Enchantress,Ember Spirit,Morphling,Faceless Void,Witch Doctor,Tiny,Visage,Beastmaster,Naga Siren,Kunkka,Phantom Lancer,Batrider,Templar Assassin,Terrorblade
,Game 2: 6807772726,Team Spirit,Talon,The Dire,The Radiant,,1st Pick,TSpirit,Primal Beast,Pangolier,Leshrac,Doom,Marci,Undying,Shadow Fiend,Enigma,Rubick,Faceless Void,Enchantress,Morphling,Winter Wyvern,Sniper,Vengeful Spirit,Drow Ranger,Tusk,Mars,Sven,Puck,Weaver,Storm Spirit,Queen of Pain,Gyrocopter
,Game 1: 6807722622,Thunder Awaken,Entity,The Radiant,The Dire,,1st Pick,Entity,Tiny,Visage,Dawnbreaker,Undying,Marci,Crystal Maiden,Mars,Leshrac,Nyx Assassin,Clockwerk,Pudge,Silencer,Monkey King,Brewmaster,Ancient Apparition,Broodmother,Jakiro,Legion Commander,Batrider,Ursa,Ember Spirit,Lina,Arc Warden,Sven
,Game 2: 6807772753,Thunder Awaken,Entity,The Radiant,The Dire,1st Pick,,Entity,Visage,Tiny,Silencer,Dawnbreaker,Marci,Nyx Assassin,Leshrac,Undying,Broodmother,Pudge,Jakiro,Enigma,Morphling,Drow Ranger,Ancient Apparition,Hoodwink,Zeus,Arc Warden,Lycan,Anti-Mage,Mirana,Faceless Void,Luna,Naga Siren
,Game 1: 6807714693,beastcoast,Tundra Esports,The Radiant,The Dire,,1st Pick,bc,Pangolier,Visage,Marci,Broodmother,Enigma,Silencer,Tiny,Earthshaker,Timbersaw,Chaos Knight,Shadow Fiend,Winter Wyvern,Batrider,Shadow Demon,Primal Beast,Ember Spirit,Oracle,Snapfire,Gyrocopter,Lifestealer,Phantom Lancer,Bloodseeker,Terrorblade,Sven
,Game 2: 6807768064,beastcoast,Tundra Esports,The Radiant,The Dire,1st Pick,,Tundra,Broodmother,Enigma,Visage,Primal Beast,Marci,Doom,Crystal Maiden,Chaos Knight,Necrophos,Shadow Fiend,Grimstroke,Timbersaw,Pangolier,Leshrac,Hoodwink,Dawnbreaker,Snapfire,Naga Siren,Batrider,Tinker,Outworld Destroyer,Phoenix,Underlord,Tiny
,Game 1: 6807716914,Team Aster,TSM,The Dire,The Radiant,1st Pick,,Aster,Enigma,Primal Beast,Chen,Leshrac,Marci,Shadow Fiend,Clockwerk,Drow Ranger,Broodmother,Batrider,Dark Seer,Queen of Pain,Sniper,Undying,Dark Willow,Visage,Sven,Mars,Pudge,Templar Assassin,Naga Siren,Zeus,Puck,Tiny
,Game 2: 6807758884,Team Aster,TSM,The Radiant,The Dire,1st Pick,,Aster,Enigma,Marci,Chen,Primal Beast,Snapfire,Rubick,Shadow Fiend,Drow Ranger,Dark Seer,Visage,Broodmother,Dawnbreaker,Sniper,Enchantress,Beastmaster,Sven,Leshrac,Ancient Apparition,Batrider,Lycan,Lifestealer,Tidehunter,Brewmaster,Pudge
,Game 1: 6806638898,Knights,BOOM Esports,The Dire,The Radiant,1st Pick,,Knights,Primal Beast,Shadow Fiend,Undying,Marci,Enigma,Silencer,Tusk,Tiny,Pangolier,Ursa,Death Prophet,Morphling,Beastmaster,Faceless Void,Tidehunter,Disruptor,Slark,Leshrac,Naga Siren,Puck,Bloodseeker,Lina,Ember Spirit,Pudge
,Game 2: 6806767627,Knights,BOOM Esports,The Dire,The Radiant,,1st Pick,Knights,Shadow Fiend,Primal Beast,Enigma,Undying,Marci,Tiny,Lich,Chen,Broodmother,Death Prophet,Batrider,Terrorblade,Morphling,Lina,Leshrac,Ember Spirit,Nyx Assassin,Lone Druid,Mars,Drow Ranger,Visage,Lifestealer,Sniper,Lycan
,Game 1: 6806663153,PSG.LGD,Thiuth Gaming,The Dire,The Radiant,,1st Pick,PSG.LGD,Enigma,Clockwerk,Visage,Undying,Primal Beast,Ember Spirit,Chen,Morphling,Ancient Apparition,Kunkka,Doom,Broodmother,Beastmaster,Witch Doctor,Centaur Warrunner,Leshrac,Abaddon,Drow Ranger,Death Prophet,Batrider,Grimstroke,Marci,Snapfire,Nyx Assassin
,Game 2: 6806790160,PSG.LGD,Thiuth Gaming,The Radiant,The Dire,1st Pick,,THIU,Clockwerk,Primal Beast,Undying,Enigma,Chen,Magnus,Mirana,Rubick,Ember Spirit,Slark,Kunkka,Morphling,Monkey King,Bloodseeker,Pangolier,Leshrac,Mars,Lifestealer,Enchantress,Ursa,Shadow Demon,Faceless Void,Templar Assassin,Death Prophet
,Game 1: 6806648571,Ukumari,Gaimin Gladiators,The Radiant,The Dire,1st Pick,,Uku,Primal Beast,Marci,Silencer,Morphling,Enigma,Rubick,Enchantress,Shadow Fiend,Drow Ranger,Undying,Broodmother,Tusk,Sniper,Clockwerk,Beastmaster,Tiny,Crystal Maiden,Templar Assassin,Invoker,Puck,Leshrac,Kunkka,Pudge,Batrider
,Game 2: 6806751717,Ukumari,Gaimin Gladiators,The Radiant,The Dire,,1st Pick,GG,Enigma,Primal Beast,Shadow Fiend,Marci,Enchantress,Undying,Weaver,Morphling,Ancient Apparition,Rubick,Drow Ranger,Visage,Slark,Broodmother,Lion,Silencer,Brewmaster,Sven,Puck,Ember Spirit,Lina,Invoker,Pangolier,Zeus
,Game 1: 6806534528,Shopify Rebellion,OG,The Radiant,The Dire,,1st Pick,SR,Primal Beast,Marci,Enchantress,Morphling,Clockwerk,Razor,Tusk,Terrorblade,Broodmother,Viper,Phoenix,Jakiro,Faceless Void,Invoker,Snapfire,Timbersaw,Dark Willow,Ursa,Batrider,Ember Spirit,Queen of Pain,Pangolier,Void Spirit,Leshrac
,Game 2: 6806662696,Shopify Rebellion,OG,The Dire,The Radiant,1st Pick,,SR,Clockwerk,Marci,Razor,Nyx Assassin,Primal Beast,Invoker,Dark Willow,Broodmother,Timbersaw,Chen,Tidehunter,Puck,Naga Siren,Silencer,Snapfire,Undying,Hoodwink,Troll Warlord,Centaur Warrunner,Morphling,Slardar,Lifestealer,Shadow Fiend,Mars
,Game 1: 6806547565,Team Liquid,BetBoom Team,The Radiant,The Dire,,1st Pick,Liquid,Snapfire,Enigma,Shadow Fiend,Visage,Marci,Undying,Primal Beast,Faceless Void,Lone Druid,Invoker,Viper,Pangolier,Naga Siren,Batrider,Beastmaster,Enchantress,Phoenix,Pudge,Slark,Sniper,Ursa,Lina,Zeus,Storm Spirit
,Game 2: 6806632563,Team Liquid,BetBoom Team,The Dire,The Radiant,1st Pick,,Liquid,Enigma,Marci,Visage,Undying,Primal Beast,Clockwerk,Shadow Fiend,Snapfire,Pangolier,Queen of Pain,Slardar,Sniper,Pudge,Enchantress,Beastmaster,Leshrac,Tidehunter,Batrider,Ancient Apparition,Faceless Void,Nyx Assassin,Slark,Naga Siren,Dazzle
,Game 1: 6806472970,Fnatic,Thunder Awaken,The Radiant,The Dire,1st Pick,,THUNDER,Hoodwink,Death Prophet,Silencer,Undying,Marci,Crystal Maiden,Tiny,Enigma,Kunkka,Batrider,Bristleback,Invoker,Dark Seer,Luna,Dawnbreaker,Zeus,Monkey King,Gyrocopter,Lion,Morphling,Snapfire,Faceless Void,Leshrac,Nyx Assassin
,Game 2: 6806566779,Fnatic,Thunder Awaken,The Radiant,The Dire,1st Pick,,THUNDER,Tiny,Undying,Hoodwink,Death Prophet,Marci,Crystal Maiden,Dawnbreaker,Batrider,Nyx Assassin,Enigma,Slark,Silencer,Faceless Void,Visage,Oracle,Centaur Warrunner,Templar Assassin,Pudge,Queen of Pain,Clockwerk,Puck,Enchantress,Razor,Zeus
,Game 1: 6806464370,Team Aster,Talon,The Dire,The Radiant,,1st Pick,Aster,Enigma,Marci,Undying,Shadow Fiend,Primal Beast,Clockwerk,Leshrac,Invoker,Broodmother,Visage,Monkey King,Silencer,Beastmaster,Nyx Assassin,Shadow Demon,Faceless Void,Snapfire,Morphling,Underlord,Venomancer,Viper,Ancient Apparition,Rubick,Brewmaster
,Game 2: 6806554071,Team Aster,Talon,The Dire,The Radiant,1st Pick,,Aster,Shadow Fiend,Marci,Pangolier,Enigma,Primal Beast,Visage,Clockwerk,Snapfire,Batrider,Morphling,Invoker,Lina,Sniper,Leshrac,Ember Spirit,Drow Ranger,Jakiro,Disruptor,Naga Siren,Brewmaster,Luna,Mars,Broodmother,Storm Spirit
,Game 1: 6806442183,TSM,Tundra Esports,The Dire,The Radiant,1st Pick,,TSM,Broodmother,Enigma,Doom,Morphling,Marci,Earthshaker,Visage,Shadow Fiend,Sniper,Pangolier,Drow Ranger,Primal Beast,Terrorblade,Tidehunter,Winter Wyvern,Warlock,Hoodwink,Luna,Queen of Pain,Batrider,Invoker,Tiny,Pudge,Mirana
,Game 2: 6806547123,TSM,Tundra Esports,The Dire,The Radiant,1st Pick,,Tundra,Doom,Enigma,Broodmother,Shadow Fiend,Marci,Tiny,Visage,Morphling,Drow Ranger,Pudge,Ancient Apparition,Pangolier,Naga Siren,Undying,Crystal Maiden,Warlock,Hoodwink,Chaos Knight,Lina,Ember Spirit,Batrider,Primal Beast,Brewmaster,Outworld Destroyer
,Game 1: 6806403033,Team Secret,beastcoast,The Radiant,The Dire,1st Pick,,Secret,Enigma,Marci,Shadow Fiend,Primal Beast,Chen,Enchantress,Centaur Warrunner,Morphling,Ancient Apparition,Ursa,Lina,Monkey King,Drow Ranger,Nyx Assassin,Snapfire,Earth Spirit,Leshrac,Bloodseeker,Batrider,Viper,Zeus,Dawnbreaker,Slardar,Puck
,Game 2: 6806481932,Team Secret,beastcoast,The Dire,The Radiant,,1st Pick,Secret,Nyx Assassin,Marci,Razor,Primal Beast,Enigma,Silencer,Earth Spirit,Shadow Fiend,Morphling,Tusk,Lina,Tiny,Batrider,Clockwerk,Sniper,Spirit Breaker,Slark,Leshrac,Bloodseeker,Mars,Dawnbreaker,Snapfire,Lycan,Slardar
,Game 1: 6806364123,Team Spirit,Entity,The Dire,The Radiant,1st Pick,,TSpirit,Undying,Primal Beast,Clockwerk,Marci,Nyx Assassin,Sven,Visage,Pangolier,Bloodseeker,Enigma,Shadow Fiend,Hoodwink,Ember Spirit,Slark,Silencer,Enchantress,Beastmaster,Pudge,Brewmaster,Morphling,Tiny,Terrorblade,Lifestealer,Invoker
,Game 2: 6806454246,Team Spirit,Entity,The Dire,The Radiant,1st Pick,,TSpirit,Undying,Primal Beast,Clockwerk,Nyx Assassin,Marci,Leshrac,Sven,Invoker,Batrider,Drow Ranger,Pangolier,Enigma,Ember Spirit,Rubick,Jakiro,Enchantress,Faceless Void,Broodmother,Morphling,Magnus,Pudge,Axe,Mars,Naga Siren
,Game 1: 6806282981,Team Liquid,Thiuth Gaming,The Dire,The Radiant,1st Pick,,THIU,Shadow Fiend,Marci,Enigma,Undying,Clockwerk,Snapfire,Leshrac,Morphling,Ancient Apparition,Sniper,Broodmother,Pudge,Naga Siren,Venomancer,Tiny,Witch Doctor,Centaur Warrunner,Monkey King,Visage,Invoker,Tidehunter,Batrider,Lycan,Magnus
,Game 2: 6806374409,Team Liquid,Thiuth Gaming,The Radiant,The Dire,,1st Pick,Liquid,Shadow Fiend,Marci,Enigma,Undying,Snapfire,Silencer,Primal Beast,Morphling,Beastmaster,Leshrac,Drow Ranger,Batrider,Pudge,Clockwerk,Nyx Assassin,Broodmother,Spirit Breaker,Naga Siren,Void Spirit,Ember Spirit,Mars,Zeus,Pangolier,Puck
